pattern_value,pattern_bits,count,expected,ratio
111,11110110000000,101,610.35,0.165479
112,00001110000000,94,610.35,0.154010
113,10001110000000,128,610.35,0.209715
114,01001110000000,106,610.35,0.173671
115,11001110000000,120,610.35,0.196608
116,00101110000000,92,610.35,0.150733
117,10101110000000,117,610.35,0.191693
118,01101110000000,91,610.35,0.149095
119,11101110000000,106,610.35,0.173671
120,00011110000000,127,610.35,0.208077
121,10011110000000,96,610.35,0.157287
122,01011110000000,100,610.35,0.163840
123,11011110000000,117,610.35,0.191693
124,00111110000000,108,610.35,0.176947
125,10111110000000,101,610.35,0.165479
126,01111110000000,100,610.35,0.163840
127,11111110000000,106,610.35,0.173671
128,00000001000000,127,610.35,0.208077
129,10000001000000,114,610.35,0.186778
130,01000001000000,115,610.35,0.188416
131,11000001000000,111,610.35,0.181863
132,00100001000000,115,610.35,0.188416
133,10100001000000,92,610.35,0.150733
134,01100001000000,117,610.35,0.191693
135,11100001000000,102,610.35,0.167117
136,00010001000000,98,610.35,0.160563
137,10010001000000,135,610.35,0.221184
138,01010001000000,117,610.35,0.191693
139,11010001000000,116,610.35,0.190055
140,00110001000000,103,610.35,0.168755
141,10110001000000,121,610.35,0.198247
142,01110001000000,95,610.35,0.155648
143,11110001000000,96,610.35,0.157287
144,00001001000000,103,610.35,0.168755
145,10001001000000,111,610.35,0.181863
146,01001001000000,121,610.35,0.198247
147,11001001000000,110,610.35,0.180224
148,00101001000000,110,610.35,0.180224
149,10101001000000,104,610.35,0.170394
150,01101001000000,116,610.35,0.190055
151,11101001000000,109,610.35,0.178586
152,00011001000000,127,610.35,0.208077
153,10011001000000,113,610.35,0.185139
154,01011001000000,108,610.35,0.176947
155,11011001000000,109,610.35,0.178586
156,00111001000000,127,610.35,0.208077
157,10111001000000,108,610.35,0.176947
158,01111001000000,112,610.35,0.183501
159,11111001000000,106,610.35,0.173671
160,00000101000000,110,610.35,0.180224
161,10000101000000,130,610.35,0.212992
162,01000101000000,94,610.35,0.154010
163,11000101000000,102,610.35,0.167117
164,00100101000000,100,610.35,0.163840
165,10100101000000,107,610.35,0.175309
166,01100101000000,114,610.35,0.186778
167,11100101000000,109,610.35,0.178586
168,00010101000000,113,610.35,0.185139
169,10010101000000,131,610.35,0.214631
170,01010101000000,112,610.35,0.183501
171,11010101000000,116,610.35,0.190055
172,00110101000000,92,610.35,0.150733
173,10110101000000,101,610.35,0.165479
174,01110101000000,101,610.35,0.165479
175,11110101000000,112,610.35,0.183501
176,00001101000000,119,610.35,0.194970
177,10001101000000,102,610.35,0.167117
178,01001101000000,106,610.35,0.173671
179,11001101000000,122,610.35,0.199885
180,00101101000000,110,610.35,0.180224
181,10101101000000,108,610.35,0.176947
182,01101101000000,106,610.35,0.173671
183,11101101000000,102,610.35,0.167117
184,00011101000000,116,610.35,0.190055
185,10011101000000,113,610.35,0.185139
186,01011101000000,100,610.35,0.163840
187,11011101000000,111,610.35,0.181863
188,00111101000000,125,610.35,0.204800
189,10111101000000,111,610.35,0.181863
190,01111101000000,117,610.35,0.191693
191,11111101000000,128,610.35,0.209715
192,00000011000000,114,610.35,0.186778
193,10000011000000,123,610.35,0.201523
194,01000011000000,118,610.35,0.193331
195,11000011000000,122,610.35,0.199885
196,00100011000000,115,610.35,0.188416
197,10100011000000,115,610.35,0.188416
198,01100011000000,119,610.35,0.194970
199,11100011000000,106,610.35,0.173671
200,00010011000000,114,610.35,0.186778
201,10010011000000,105,610.35,0.172032
202,01010011000000,117,610.35,0.191693
203,11010011000000,115,610.35,0.188416
204,00110011000000,104,610.35,0.170394
205,10110011000000,122,610.35,0.199885
206,01110011000000,114,610.35,0.186778
207,11110011000000,106,610.35,0.173671
208,00001011000000,113,610.35,0.185139
209,10001011000000,102,610.35,0.167117
210,01001011000000,106,610.35,0.173671
211,11001011000000,110,610.35,0.180224
212,00101011000000,105,610.35,0.172032
213,10101011000000,101,610.35,0.165479
214,01101011000000,109,610.35,0.178586
215,11101011000000,118,610.35,0.193331
216,00011011000000,108,610.35,0.176947
217,10011011000000,119,610.35,0.194970
218,01011011000000,114,610.35,0.186778
219,11011011000000,102,610.35,0.167117
220,00111011000000,111,610.35,0.181863
221,10111011000000,110,610.35,0.180224
222,01111011000000,106,610.35,0.173671
223,11111011000000,99,610.35,0.162202
224,00000111000000,86,610.35,0.140903
225,10000111000000,110,610.35,0.180224
226,01000111000000,140,610.35,0.229376
227,11000111000000,114,610.35,0.186778
228,00100111000000,94,610.35,0.154010
229,10100111000000,103,610.35,0.168755
230,01100111000000,115,610.35,0.188416
231,11100111000000,116,610.35,0.190055
232,00010111000000,116,610.35,0.190055
233,10010111000000,89,610.35,0.145818
234,01010111000000,109,610.35,0.178586
235,11010111000000,114,610.35,0.186778
236,00110111000000,94,610.35,0.154010
237,10110111000000,90,610.35,0.147456
238,01110111000000,107,610.35,0.175309
239,11110111000000,120,610.35,0.196608
240,00001111000000,120,610.35,0.196608
241,10001111000000,125,610.35,0.204800
242,01001111000000,101,610.35,0.165479
243,11001111000000,110,610.35,0.180224
244,00101111000000,108,610.35,0.176947
245,10101111000000,106,610.35,0.173671
246,01101111000000,107,610.35,0.175309
247,11101111000000,132,610.35,0.216269
248,00011111000000,121,610.35,0.198247
249,10011111000000,97,610.35,0.158925
250,01011111000000,116,610.35,0.190055
251,11011111000000,98,610.35,0.160563
252,00111111000000,120,610.35,0.196608
253,10111111000000,106,610.35,0.173671
254,01111111000000,118,610.35,0.193331
255,11111111000000,109,610.35,0.178586
256,00000000100000,136,610.35,0.222823
257,10000000100000,114,610.35,0.186778
258,01000000100000,125,610.35,0.204800
259,11000000100000,127,610.35,0.208077
260,00100000100000,107,610.35,0.175309
261,10100000100000,123,610.35,0.201523
262,01100000100000,120,610.35,0.196608
263,11100000100000,110,610.35,0.180224
264,00010000100000,110,610.35,0.180224
265,10010000100000,125,610.35,0.204800
266,01010000100000,94,610.35,0.154010
267,11010000100000,93,610.35,0.152371
268,00110000100000,110,610.35,0.180224
269,10110000100000,123,610.35,0.201523
270,01110000100000,84,610.35,0.137626
271,11110000100000,108,610.35,0.176947
272,00001000100000,101,610.35,0.165479
273,10001000100000,110,610.35,0.180224
274,01001000100000,120,610.35,0.196608
275,11001000100000,120,610.35,0.196608
276,00101000100000,114,610.35,0.186778
277,10101000100000,111,610.35,0.181863
278,01101000100000,113,610.35,0.185139
279,11101000100000,118,610.35,0.193331
280,00011000100000,102,610.35,0.167117
281,10011000100000,93,610.35,0.152371
282,01011000100000,118,610.35,0.193331
283,11011000100000,127,610.35,0.208077
284,00111000100000,115,610.35,0.188416
285,10111000100000,118,610.35,0.193331
286,01111000100000,97,610.35,0.158925
287,11111000100000,105,610.35,0.172032
288,00000100100000,98,610.35,0.160563
289,10000100100000,111,610.35,0.181863
290,01000100100000,116,610.35,0.190055
291,11000100100000,107,610.35,0.175309
292,00100100100000,121,610.35,0.198247
293,10100100100000,112,610.35,0.183501
294,01100100100000,93,610.35,0.152371
295,11100100100000,110,610.35,0.180224
296,00010100100000,119,610.35,0.194970
297,10010100100000,106,610.35,0.173671
298,01010100100000,106,610.35,0.173671
299,11010100100000,109,610.35,0.178586
300,00110100100000,104,610.35,0.170394
301,10110100100000,114,610.35,0.186778
302,01110100100000,107,610.35,0.175309
303,11110100100000,102,610.35,0.167117
304,00001100100000,101,610.35,0.165479
305,10001100100000,123,610.35,0.201523
306,01001100100000,100,610.35,0.163840
307,11001100100000,122,610.35,0.199885
308,00101100100000,109,610.35,0.178586
309,10101100100000,118,610.35,0.193331
310,01101100100000,103,610.35,0.168755
311,11101100100000,117,610.35,0.191693
312,00011100100000,117,610.35,0.191693
313,10011100100000,131,610.35,0.214631
314,01011100100000,124,610.35,0.203162
315,11011100100000,110,610.35,0.180224
316,00111100100000,114,610.35,0.186778
317,10111100100000,119,610.35,0.194970
318,01111100100000,95,610.35,0.155648
319,11111100100000,122,610.35,0.199885
320,00000010100000,105,610.35,0.172032
321,10000010100000,106,610.35,0.173671
322,01000010100000,123,610.35,0.201523
323,11000010100000,108,610.35,0.176947
324,00100010100000,111,610.35,0.181863
325,10100010100000,97,610.35,0.158925
326,01100010100000,102,610.35,0.167117
327,11100010100000,100,610.35,0.163840
328,00010010100000,88,610.35,0.144179
329,10010010100000,109,610.35,0.178586
330,01010010100000,102,610.35,0.167117
331,11010010100000,123,610.35,0.201523
332,00110010100000,107,610.35,0.175309
333,10110010100000,96,610.35,0.157287
334,01110010100000,102,610.35,0.167117
335,11110010100000,106,610.35,0.173671
336,00001010100000,95,610.35,0.155648
337,10001010100000,123,610.35,0.201523
338,01001010100000,115,610.35,0.188416
339,11001010100000,125,610.35,0.204800
340,00101010100000,113,610.35,0.185139
341,10101010100000,116,610.35,0.190055
342,01101010100000,110,610.35,0.180224
343,11101010100000,105,610.35,0.172032
344,00011010100000,106,610.35,0.173671
345,10011010100000,101,610.35,0.165479
346,01011010100000,98,610.35,0.160563
347,11011010100000,112,610.35,0.183501
348,00111010100000,114,610.35,0.186778
349,10111010100000,97,610.35,0.158925
350,01111010100000,131,610.35,0.214631
351,11111010100000,108,610.35,0.176947
352,00000110100000,113,610.35,0.185139
353,10000110100000,125,610.35,0.204800
354,01000110100000,95,610.35,0.155648
355,11000110100000,124,610.35,0.203162
356,00100110100000,112,610.35,0.183501
357,10100110100000,109,610.35,0.178586
358,01100110100000,131,610.35,0.214631
359,11100110100000,119,610.35,0.194970
360,00010110100000,101,610.35,0.165479
361,10010110100000,118,610.35,0.193331
362,01010110100000,99,610.35,0.162202
363,11010110100000,104,610.35,0.170394
364,00110110100000,120,610.35,0.196608
365,10110110100000,111,610.35,0.181863
366,01110110100000,100,610.35,0.163840
367,11110110100000,101,610.35,0.165479
368,00001110100000,118,610.35,0.193331
369,10001110100000,118,610.35,0.193331
370,01001110100000,118,610.35,0.193331
371,11001110100000,110,610.35,0.180224
372,00101110100000,98,610.35,0.160563
373,10101110100000,106,610.35,0.173671
374,01101110100000,121,610.35,0.198247
375,11101110100000,103,610.35,0.168755
376,00011110100000,98,610.35,0.160563
377,10011110100000,119,610.35,0.194970
378,01011110100000,115,610.35,0.188416
379,11011110100000,106,610.35,0.173671
380,00111110100000,115,610.35,0.188416
381,10111110100000,95,610.35,0.155648
382,01111110100000,125,610.35,0.204800
383,11111110100000,122,610.35,0.199885
384,00000001100000,114,610.35,0.186778
385,10000001100000,101,610.35,0.165479
386,01000001100000,133,610.35,0.217907
387,11000001100000,109,610.35,0.178586
388,00100001100000,118,610.35,0.193331
389,10100001100000,109,610.35,0.178586
390,01100001100000,114,610.35,0.186778
391,11100001100000,119,610.35,0.194970
392,00010001100000,104,610.35,0.170394
393,10010001100000,108,610.35,0.176947
394,01010001100000,122,610.35,0.199885
395,11010001100000,115,610.35,0.188416
396,00110001100000,98,610.35,0.160563
397,10110001100000,134,610.35,0.219546
398,01110001100000,104,610.35,0.170394
399,11110001100000,100,610.35,0.163840
400,00001001100000,99,610.35,0.162202
401,10001001100000,118,610.35,0.193331
402,01001001100000,103,610.35,0.168755
403,11001001100000,106,610.35,0.173671
404,00101001100000,108,610.35,0.176947
405,10101001100000,101,610.35,0.165479
406,01101001100000,126,610.35,0.206439
407,11101001100000,105,610.35,0.172032
408,00011001100000,98,610.35,0.160563
409,10011001100000,121,610.35,0.198247
410,01011001100000,120,610.35,0.196608
411,11011001100000,113,610.35,0.185139
412,00111001100000,120,610.35,0.196608
413,10111001100000,94,610.35,0.154010
414,01111001100000,111,610.35,0.181863
415,11111001100000,96,610.35,0.157287
416,00000101100000,121,610.35,0.198247
417,10000101100000,119,610.35,0.194970
418,01000101100000,102,610.35,0.167117
419,11000101100000,117,610.35,0.191693
420,00100101100000,105,610.35,0.172032
421,10100101100000,116,610.35,0.190055
422,01100101100000,116,610.35,0.190055
423,11100101100000,98,610.35,0.160563
424,00010101100000,93,610.35,0.152371
425,10010101100000,117,610.35,0.191693
426,01010101100000,96,610.35,0.157287
427,11010101100000,123,610.35,0.201523
428,00110101100000,119,610.35,0.194970
429,10110101100000,108,610.35,0.176947
430,01110101100000,121,610.35,0.198247
431,11110101100000,117,610.35,0.191693
432,00001101100000,102,610.35,0.167117
433,10001101100000,109,610.35,0.178586
434,01001101100000,118,610.35,0.193331
435,11001101100000,106,610.35,0.173671
436,00101101100000,112,610.35,0.183501
437,10101101100000,102,610.35,0.167117
438,01101101100000,100,610.35,0.163840
439,11101101100000,104,610.35,0.170394
440,00011101100000,108,610.35,0.176947
441,10011101100000,119,610.35,0.194970
442,01011101100000,115,610.35,0.188416
443,11011101100000,102,610.35,0.167117
444,00111101100000,97,610.35,0.158925
445,10111101100000,104,610.35,0.170394
446,01111101100000,107,610.35,0.175309
447,11111101100000,123,610.35,0.201523
448,00000011100000,95,610.35,0.155648
449,10000011100000,105,610.35,0.172032
450,01000011100000,103,610.35,0.168755
451,11000011100000,110,610.35,0.180224
452,00100011100000,135,610.35,0.221184
453,10100011100000,123,610.35,0.201523
454,01100011100000,107,610.35,0.175309
455,11100011100000,109,610.35,0.178586
456,00010011100000,113,610.35,0.185139
457,10010011100000,96,610.35,0.157287
458,01010011100000,113,610.35,0.185139
459,11010011100000,98,610.35,0.160563
460,00110011100000,112,610.35,0.183501
461,10110011100000,120,610.35,0.196608
462,01110011100000,109,610.35,0.178586
463,11110011100000,103,610.35,0.168755
464,00001011100000,110,610.35,0.180224
465,10001011100000,122,610.35,0.199885
466,01001011100000,99,610.35,0.162202
467,11001011100000,88,610.35,0.144179
468,00101011100000,105,610.35,0.172032
469,10101011100000,114,610.35,0.186778
470,01101011100000,109,610.35,0.178586
471,11101011100000,117,610.35,0.191693
472,00011011100000,104,610.35,0.170394
473,10011011100000,103,610.35,0.168755
474,01011011100000,109,610.35,0.178586
475,11011011100000,100,610.35,0.163840
476,00111011100000,101,610.35,0.165479
477,10111011100000,103,610.35,0.168755
478,01111011100000,117,610.35,0.191693
479,11111011100000,104,610.35,0.170394
480,00000111100000,119,610.35,0.194970
481,10000111100000,117,610.35,0.191693
482,01000111100000,105,610.35,0.172032
483,11000111100000,119,610.35,0.194970
484,00100111100000,92,610.35,0.150733
485,10100111100000,121,610.35,0.198247
486,01100111100000,105,610.35,0.172032
487,11100111100000,100,610.35,0.163840
488,00010111100000,104,610.35,0.170394
489,10010111100000,101,610.35,0.165479
490,01010111100000,112,610.35,0.183501
491,11010111100000,96,610.35,0.157287
492,00110111100000,117,610.35,0.191693
493,10110111100000,93,610.35,0.152371
494,01110111100000,132,610.35,0.216269
495,11110111100000,112,610.35,0.183501
496,00001111100000,113,610.35,0.185139
497,10001111100000,111,610.35,0.181863
498,01001111100000,98,610.35,0.160563
499,11001111100000,95,610.35,0.155648
500,00101111100000,121,610.35,0.198247
501,10101111100000,119,610.35,0.194970
502,01101111100000,99,610.35,0.162202
503,11101111100000,106,610.35,0.173671
504,00011111100000,111,610.35,0.181863
505,10011111100000,108,610.35,0.176947
506,01011111100000,107,610.35,0.175309
507,11011111100000,120,610.35,0.196608
508,00111111100000,113,610.35,0.185139
509,10111111100000,124,610.35,0.203162
510,01111111100000,107,610.35,0.175309
511,11111111100000,117,610.35,0.191693
512,00000000010000,137,610.35,0.224461
513,10000000010000,110,610.35,0.180224
514,01000000010000,107,610.35,0.175309
515,11000000010000,113,610.35,0.185139
516,00100000010000,116,610.35,0.190055
517,10100000010000,120,610.35,0.196608
518,01100000010000,125,610.35,0.204800
519,11100000010000,112,610.35,0.183501
520,00010000010000,108,610.35,0.176947
521,10010000010000,101,610.35,0.165479
522,01010000010000,100,610.35,0.163840
523,11010000010000,114,610.35,0.186778
524,00110000010000,117,610.35,0.191693
525,10110000010000,118,610.35,0.193331
526,01110000010000,108,610.35,0.176947
527,11110000010000,109,610.35,0.178586
528,00001000010000,94,610.35,0.154010
529,10001000010000,115,610.35,0.188416
530,01001000010000,107,610.35,0.175309
531,11001000010000,133,610.35,0.217907
532,00101000010000,101,610.35,0.165479
533,10101000010000,111,610.35,0.181863
534,01101000010000,110,610.35,0.180224
535,11101000010000,96,610.35,0.157287
536,00011000010000,119,610.35,0.194970
537,10011000010000,115,610.35,0.188416
538,01011000010000,120,610.35,0.196608
539,11011000010000,109,610.35,0.178586
540,00111000010000,90,610.35,0.147456
541,10111000010000,100,610.35,0.163840
542,01111000010000,121,610.35,0.198247
543,11111000010000,113,610.35,0.185139
544,00000100010000,86,610.35,0.140903
545,10000100010000,114,610.35,0.186778
546,01000100010000,121,610.35,0.198247
547,11000100010000,106,610.35,0.173671
548,00100100010000,101,610.35,0.165479
549,10100100010000,124,610.35,0.203162
550,01100100010000,122,610.35,0.199885
551,11100100010000,127,610.35,0.208077
552,00010100010000,104,610.35,0.170394
553,10010100010000,101,610.35,0.165479
554,01010100010000,100,610.35,0.163840
555,11010100010000,122,610.35,0.199885
556,00110100010000,117,610.35,0.191693
557,10110100010000,116,610.35,0.190055
558,01110100010000,128,610.35,0.209715
559,11110100010000,109,610.35,0.178586
560,00001100010000,109,610.35,0.178586
561,10001100010000,116,610.35,0.190055
562,01001100010000,103,610.35,0.168755
563,11001100010000,100,610.35,0.163840
564,00101100010000,112,610.35,0.183501
565,10101100010000,114,610.35,0.186778
566,01101100010000,126,610.35,0.206439
567,11101100010000,109,610.35,0.178586
568,00011100010000,100,610.35,0.163840
569,10011100010000,121,610.35,0.198247
570,01011100010000,121,610.35,0.198247
571,11011100010000,109,610.35,0.178586
572,00111100010000,100,610.35,0.163840
573,10111100010000,97,610.35,0.158925
574,01111100010000,96,610.35,0.157287
575,11111100010000,117,610.35,0.191693
576,00000010010000,106,610.35,0.173671
577,10000010010000,98,610.35,0.160563
578,01000010010000,125,610.35,0.204800
579,11000010010000,103,610.35,0.168755
580,00100010010000,123,610.35,0.201523
581,10100010010000,120,610.35,0.196608
582,01100010010000,107,610.35,0.175309
583,11100010010000,109,610.35,0.178586
584,00010010010000,113,610.35,0.185139
585,10010010010000,112,610.35,0.183501
586,01010010010000,97,610.35,0.158925
587,11010010010000,94,610.35,0.154010
588,00110010010000,97,610.35,0.158925
589,10110010010000,98,610.35,0.160563
590,01110010010000,106,610.35,0.173671
591,11110010010000,114,610.35,0.186778
592,00001010010000,128,610.35,0.209715
593,10001010010000,107,610.35,0.175309
594,01001010010000,114,610.35,0.186778
595,11001010010000,107,610.35,0.175309
596,00101010010000,112,610.35,0.183501
597,10101010010000,120,610.35,0.196608
598,01101010010000,113,610.35,0.185139
599,11101010010000,107,610.35,0.175309
600,00011010010000,115,610.35,0.188416
601,10011010010000,123,610.35,0.201523
602,01011010010000,106,610.35,0.173671
603,11011010010000,114,610.35,0.186778
604,00111010010000,115,610.35,0.188416
605,10111010010000,116,610.35,0.190055
606,01111010010000,112,610.35,0.183501
607,11111010010000,117,610.35,0.191693
608,00000110010000,112,610.35,0.183501
609,10000110010000,90,610.35,0.147456
610,01000110010000,122,610.35,0.199885
611,11000110010000,107,610.35,0.175309
612,00100110010000,110,610.35,0.180224
613,10100110010000,120,610.35,0.196608
614,01100110010000,109,610.35,0.178586
615,11100110010000,136,610.35,0.222823
616,00010110010000,108,610.35,0.176947
617,10010110010000,112,610.35,0.183501
618,01010110010000,114,610.35,0.186778
619,11010110010000,117,610.35,0.191693
620,00110110010000,107,610.35,0.175309
621,10110110010000,100,610.35,0.163840
622,01110110010000,118,610.35,0.193331
623,11110110010000,108,610.35,0.176947
624,00001110010000,119,610.35,0.194970
625,10001110010000,112,610.35,0.183501
626,01001110010000,136,610.35,0.222823
627,11001110010000,111,610.35,0.181863
628,00101110010000,116,610.35,0.190055
629,10101110010000,120,610.35,0.196608
630,01101110010000,117,610.35,0.191693
631,11101110010000,105,610.35,0.172032
632,00011110010000,127,610.35,0.208077
633,10011110010000,117,610.35,0.191693
634,01011110010000,116,610.35,0.190055
635,11011110010000,118,610.35,0.193331
636,00111110010000,110,610.35,0.180224
637,10111110010000,109,610.35,0.178586
638,01111110010000,116,610.35,0.190055
639,11111110010000,107,610.35,0.175309
640,00000001010000,113,610.35,0.185139
641,10000001010000,97,610.35,0.158925
642,01000001010000,107,610.35,0.175309
643,11000001010000,107,610.35,0.175309
644,00100001010000,119,610.35,0.194970
645,10100001010000,123,610.35,0.201523
646,01100001010000,106,610.35,0.173671
647,11100001010000,99,610.35,0.162202
648,00010001010000,106,610.35,0.173671
649,10010001010000,113,610.35,0.185139
650,01010001010000,101,610.35,0.165479
651,11010001010000,111,610.35,0.181863
652,00110001010000,96,610.35,0.157287
653,10110001010000,111,610.35,0.181863
654,01110001010000,110,610.35,0.180224
655,11110001010000,99,610.35,0.162202
656,00001001010000,93,610.35,0.152371
657,10001001010000,91,610.35,0.149095
658,01001001010000,105,610.35,0.172032
659,11001001010000,106,610.35,0.173671
660,00101001010000,118,610.35,0.193331
661,10101001010000,107,610.35,0.175309
662,01101001010000,112,610.35,0.183501
663,11101001010000,130,610.35,0.212992
664,00011001010000,114,610.35,0.186778
665,10011001010000,107,610.35,0.175309
666,01011001010000,97,610.35,0.158925
667,11011001010000,88,610.35,0.144179
668,00111001010000,109,610.35,0.178586
669,10111001010000,108,610.35,0.176947
670,01111001010000,119,610.35,0.194970
671,11111001010000,109,610.35,0.178586
672,00000101010000,107,610.35,0.175309
673,10000101010000,113,610.35,0.185139
674,01000101010000,123,610.35,0.201523
675,11000101010000,107,610.35,0.175309
676,00100101010000,100,610.35,0.163840
677,10100101010000,119,610.35,0.194970
678,01100101010000,111,610.35,0.181863
679,11100101010000,122,610.35,0.199885
680,00010101010000,111,610.35,0.181863
681,10010101010000,114,610.35,0.186778
682,01010101010000,107,610.35,0.175309
683,11010101010000,123,610.35,0.201523
684,00110101010000,134,610.35,0.219546
685,10110101010000,107,610.35,0.175309
686,01110101010000,114,610.35,0.186778
687,11110101010000,103,610.35,0.168755
688,00001101010000,106,610.35,0.173671
689,10001101010000,115,610.35,0.188416
690,01001101010000,90,610.35,0.147456
691,11001101010000,116,610.35,0.190055
692,00101101010000,116,610.35,0.190055
693,10101101010000,90,610.35,0.147456
694,01101101010000,112,610.35,0.183501
695,11101101010000,119,610.35,0.194970
696,00011101010000,97,610.35,0.158925
697,10011101010000,104,610.35,0.170394
698,01011101010000,108,610.35,0.176947
699,11011101010000,110,610.35,0.180224
700,00111101010000,115,610.35,0.188416
701,10111101010000,125,610.35,0.204800
702,01111101010000,116,610.35,0.190055
703,11111101010000,100,610.35,0.163840
704,00000011010000,99,610.35,0.162202
705,10000011010000,110,610.35,0.180224
706,01000011010000,105,610.35,0.172032
707,11000011010000,126,610.35,0.206439
708,00100011010000,103,610.35,0.168755
709,10100011010000,104,610.35,0.170394
710,01100011010000,116,610.35,0.190055
711,11100011010000,122,610.35,0.199885
712,00010011010000,129,610.35,0.211354
713,10010011010000,109,610.35,0.178586
714,01010011010000,115,610.35,0.188416
715,11010011010000,101,610.35,0.165479
716,00110011010000,116,610.35,0.190055
717,10110011010000,130,610.35,0.212992
718,01110011010000,106,610.35,0.173671
719,11110011010000,110,610.35,0.180224
720,00001011010000,100,610.35,0.163840
721,10001011010000,102,610.35,0.167117
722,01001011010000,104,610.35,0.170394
723,11001011010000,116,610.35,0.190055
724,00101011010000,100,610.35,0.163840
725,10101011010000,99,610.35,0.162202
726,01101011010000,99,610.35,0.162202
727,11101011010000,111,610.35,0.181863
728,00011011010000,119,610.35,0.194970
729,10011011010000,107,610.35,0.175309
730,01011011010000,103,610.35,0.168755
731,11011011010000,104,610.35,0.170394
732,00111011010000,95,610.35,0.155648
733,10111011010000,102,610.35,0.167117
