pattern_value,pattern_bits,count,expected,ratio
144,000010010,19424,19531.23,0.994510
145,100010010,19500,19531.23,0.998401
146,010010010,19355,19531.23,0.990977
147,110010010,19299,19531.23,0.988110
148,001010010,19565,19531.23,1.001729
149,101010010,19506,19531.23,0.998708
150,011010010,19506,19531.23,0.998708
151,111010010,19444,19531.23,0.995534
152,000110010,19605,19531.23,1.003777
153,100110010,19544,19531.23,1.000654
154,010110010,19778,19531.23,1.012634
155,110110010,19423,19531.23,0.994458
156,001110010,19393,19531.23,0.992922
157,101110010,19653,19531.23,1.006234
158,011110010,19412,19531.23,0.993895
159,111110010,19553,19531.23,1.001114
160,000001010,19365,19531.23,0.991489
161,100001010,19391,19531.23,0.992820
162,010001010,19566,19531.23,1.001780
163,110001010,19688,19531.23,1.008026
164,001001010,19332,19531.23,0.989799
165,101001010,19333,19531.23,0.989850
166,011001010,19579,19531.23,1.002446
167,111001010,19423,19531.23,0.994458
168,000101010,19522,19531.23,0.999527
169,100101010,19300,19531.23,0.988161
170,010101010,19465,19531.23,0.996609
171,110101010,19592,19531.23,1.003111
172,001101010,19622,19531.23,1.004647
173,101101010,19651,19531.23,1.006132
174,011101010,19551,19531.23,1.001012
175,111101010,19800,19531.23,1.013761
176,000011010,19510,19531.23,0.998913
177,100011010,19644,19531.23,1.005774
178,010011010,19629,19531.23,1.005006
179,110011010,19447,19531.23,0.995687
180,001011010,19664,19531.23,1.006798
181,101011010,19414,19531.23,0.993998
182,011011010,19616,19531.23,1.004340
183,111011010,19550,19531.23,1.000961
184,000111010,19709,19531.23,1.009102
185,100111010,19429,19531.23,0.994766
186,010111010,19477,19531.23,0.997223
187,110111010,19611,19531.23,1.004084
188,001111010,19625,19531.23,1.004801
189,101111010,19710,19531.23,1.009153
190,011111010,19586,19531.23,1.002804
191,111111010,19612,19531.23,1.004135
192,000000110,19428,19531.23,0.994714
193,100000110,19620,19531.23,1.004545
194,010000110,19577,19531.23,1.002343
195,110000110,19655,19531.23,1.006337
196,001000110,19491,19531.23,0.997940
197,101000110,19729,19531.23,1.010126
198,011000110,19461,19531.23,0.996404
199,111000110,19819,19531.23,1.014734
200,000100110,19602,19531.23,1.003623
201,100100110,19444,19531.23,0.995534
202,010100110,19550,19531.23,1.000961
203,110100110,19588,19531.23,1.002906
204,001100110,19362,19531.23,0.991335
205,101100110,19710,19531.23,1.009153
206,011100110,19448,19531.23,0.995738
207,111100110,19236,19531.23,0.984884
208,000010110,19430,19531.23,0.994817
209,100010110,19543,19531.23,1.000602
210,010010110,19736,19531.23,1.010484
211,110010110,19617,19531.23,1.004391
212,001010110,19508,19531.23,0.998810
213,101010110,19590,19531.23,1.003009
214,011010110,19664,19531.23,1.006798
215,111010110,19695,19531.23,1.008385
216,000110110,19714,19531.23,1.009358
217,100110110,19473,19531.23,0.997018
218,010110110,19547,19531.23,1.000807
219,110110110,19344,19531.23,0.990414
220,001110110,19502,19531.23,0.998503
221,101110110,19619,19531.23,1.004494
222,011110110,19393,19531.23,0.992922
223,111110110,19606,19531.23,1.003828
224,000001110,19717,19531.23,1.009511
225,100001110,19383,19531.23,0.992410
226,010001110,19272,19531.23,0.986727
227,110001110,19581,19531.23,1.002548
228,001001110,19553,19531.23,1.001114
229,101001110,19600,19531.23,1.003521
230,011001110,19578,19531.23,1.002394
231,111001110,19424,19531.23,0.994510
232,000101110,19318,19531.23,0.989082
233,100101110,19319,19531.23,0.989134
234,010101110,19564,19531.23,1.001678
235,110101110,19777,19531.23,1.012583
236,001101110,19610,19531.23,1.004033
237,101101110,19691,19531.23,1.008180
238,011101110,19572,19531.23,1.002087
239,111101110,19495,19531.23,0.998145
240,000011110,19412,19531.23,0.993895
241,100011110,19699,19531.23,1.008590
242,010011110,19742,19531.23,1.010791
243,110011110,19416,19531.23,0.994100
244,001011110,19746,19531.23,1.010996
245,101011110,19604,19531.23,1.003726
246,011011110,19585,19531.23,1.002753
247,111011110,19623,19531.23,1.004698
248,000111110,19509,19531.23,0.998862
249,100111110,19606,19531.23,1.003828
250,010111110,19551,19531.23,1.001012
251,110111110,19571,19531.23,1.002036
252,001111110,19385,19531.23,0.992513
253,101111110,19590,19531.23,1.003009
254,011111110,19434,19531.23,0.995022
255,111111110,19519,19531.23,0.999374
256,000000001,19654,19531.23,1.006286
257,100000001,19419,19531.23,0.994254
258,010000001,19390,19531.23,0.992769
259,110000001,19519,19531.23,0.999374
260,001000001,19650,19531.23,1.006081
261,101000001,19298,19531.23,0.988058
262,011000001,19538,19531.23,1.000346
263,111000001,19400,19531.23,0.993281
264,000100001,19520,19531.23,0.999425
265,100100001,19560,19531.23,1.001473
266,010100001,19440,19531.23,0.995329
267,110100001,19373,19531.23,0.991898
268,001100001,19406,19531.23,0.993588
269,101100001,19398,19531.23,0.993178
270,011100001,19552,19531.23,1.001063
271,111100001,19799,19531.23,1.013710
272,000010001,19394,19531.23,0.992974
273,100010001,19348,19531.23,0.990618
274,010010001,19343,19531.23,0.990362
275,110010001,19688,19531.23,1.008026
276,001010001,19511,19531.23,0.998964
277,101010001,19619,19531.23,1.004494
278,011010001,19480,19531.23,0.997377
279,111010001,19449,19531.23,0.995790
280,000110001,19600,19531.23,1.003521
281,100110001,19342,19531.23,0.990311
282,010110001,19600,19531.23,1.003521
283,110110001,19655,19531.23,1.006337
284,001110001,19690,19531.23,1.008129
285,101110001,19563,19531.23,1.001626
286,011110001,19869,19531.23,1.017294
287,111110001,19490,19531.23,0.997889
288,000001001,19503,19531.23,0.998554
289,100001001,19535,19531.23,1.000193
290,010001001,19595,19531.23,1.003265
291,110001001,19455,19531.23,0.996097
292,001001001,19262,19531.23,0.986215
293,101001001,19441,19531.23,0.995380
294,011001001,19559,19531.23,1.001422
295,111001001,19370,19531.23,0.991745
296,000101001,19570,19531.23,1.001985
297,100101001,19568,19531.23,1.001882
298,010101001,19571,19531.23,1.002036
299,110101001,19572,19531.23,1.002087
300,001101001,19232,19531.23,0.984679
301,101101001,19739,19531.23,1.010638
302,011101001,19545,19531.23,1.000705
303,111101001,19631,19531.23,1.005108
304,000011001,19523,19531.23,0.999578
305,100011001,19560,19531.23,1.001473
306,010011001,19509,19531.23,0.998862
307,110011001,19371,19531.23,0.991796
308,001011001,19646,19531.23,1.005876
309,101011001,19782,19531.23,1.012839
310,011011001,19378,19531.23,0.992154
311,111011001,19605,19531.23,1.003777
312,000111001,19307,19531.23,0.988519
313,100111001,19505,19531.23,0.998657
314,010111001,19422,19531.23,0.994407
315,110111001,19629,19531.23,1.005006
316,001111001,19325,19531.23,0.989441
317,101111001,19652,19531.23,1.006183
318,011111001,19465,19531.23,0.996609
319,111111001,19445,19531.23,0.995585
320,000000101,19452,19531.23,0.995943
321,100000101,19368,19531.23,0.991642
322,010000101,19449,19531.23,0.995790
323,110000101,19538,19531.23,1.000346
324,001000101,19452,19531.23,0.995943
325,101000101,19344,19531.23,0.990414
326,011000101,19705,19531.23,1.008897
327,111000101,19692,19531.23,1.008231
328,000100101,19552,19531.23,1.001063
329,100100101,19340,19531.23,0.990209
330,010100101,19538,19531.23,1.000346
331,110100101,19546,19531.23,1.000756
332,001100101,19598,19531.23,1.003418
333,101100101,19457,19531.23,0.996199
334,011100101,19527,19531.23,0.999783
335,111100101,19468,19531.23,0.996762
336,000010101,19464,19531.23,0.996558
337,100010101,19736,19531.23,1.010484
338,010010101,19205,19531.23,0.983297
339,110010101,19545,19531.23,1.000705
340,001010101,19280,19531.23,0.987137
341,101010101,19566,19531.23,1.001780
342,011010101,19655,19531.23,1.006337
343,111010101,19646,19531.23,1.005876
344,000110101,19821,19531.23,1.014836
345,100110101,19641,19531.23,1.005620
346,010110101,19549,19531.23,1.000910
347,110110101,19663,19531.23,1.006746
348,001110101,19512,19531.23,0.999015
349,101110101,19756,19531.23,1.011508
350,011110101,19773,19531.23,1.012378
351,111110101,19614,19531.23,1.004238
352,000001101,19612,19531.23,1.004135
353,100001101,19599,19531.23,1.003470
354,010001101,19669,19531.23,1.007054
355,110001101,19642,19531.23,1.005671
356,001001101,19572,19531.23,1.002087
357,101001101,19630,19531.23,1.005057
358,011001101,19608,19531.23,1.003930
359,111001101,19530,19531.23,0.999937
360,000101101,19403,19531.23,0.993434
361,100101101,19762,19531.23,1.011815
362,010101101,19569,19531.23,1.001934
363,110101101,19528,19531.23,0.999834
364,001101101,19621,19531.23,1.004596
365,101101101,19319,19531.23,0.989134
366,011101101,19647,19531.23,1.005927
367,111101101,19507,19531.23,0.998759
368,000011101,19704,19531.23,1.008846
369,100011101,19365,19531.23,0.991489
370,010011101,19564,19531.23,1.001678
371,110011101,19423,19531.23,0.994458
372,001011101,19496,19531.23,0.998196
373,101011101,19647,19531.23,1.005927
374,011011101,19631,19531.23,1.005108
375,111011101,19593,19531.23,1.003162
376,000111101,19458,19531.23,0.996250
377,100111101,19533,19531.23,1.000090
378,010111101,19605,19531.23,1.003777
379,110111101,19654,19531.23,1.006286
380,001111101,19496,19531.23,0.998196
381,101111101,19679,19531.23,1.007566
382,011111101,19422,19531.23,0.994407
383,111111101,19641,19531.23,1.005620
384,000000011,19645,19531.23,1.005825
385,100000011,19426,19531.23,0.994612
386,010000011,19539,19531.23,1.000398
387,110000011,19490,19531.23,0.997889
388,001000011,19443,19531.23,0.995482
389,101000011,19434,19531.23,0.995022
390,011000011,19284,19531.23,0.987342
391,111000011,19812,19531.23,1.014375
392,000100011,19405,19531.23,0.993537
393,100100011,19516,19531.23,0.999220
394,010100011,19706,19531.23,1.008948
395,110100011,19409,19531.23,0.993742
396,001100011,19515,19531.23,0.999169
397,101100011,19563,19531.23,1.001626
398,011100011,19720,19531.23,1.009665
399,111100011,19760,19531.23,1.011713
400,000010011,19614,19531.23,1.004238
401,100010011,19550,19531.23,1.000961
402,010010011,19348,19531.23,0.990618
403,110010011,19630,19531.23,1.005057
404,001010011,19573,19531.23,1.002138
405,101010011,19637,19531.23,1.005415
406,011010011,19465,19531.23,0.996609
407,111010011,19732,19531.23,1.010279
408,000110011,19478,19531.23,0.997274
409,100110011,19336,19531.23,0.990004
410,010110011,19650,19531.23,1.006081
411,110110011,19560,19531.23,1.001473
412,001110011,19419,19531.23,0.994254
413,101110011,19398,19531.23,0.993178
414,011110011,19565,19531.23,1.001729
415,111110011,19357,19531.23,0.991079
416,000001011,19455,19531.23,0.996097
417,100001011,19596,19531.23,1.003316
418,010001011,19230,19531.23,0.984577
419,110001011,19709,19531.23,1.009102
420,001001011,19560,19531.23,1.001473
421,101001011,19751,19531.23,1.011252
422,011001011,19476,19531.23,0.997172
423,111001011,19572,19531.23,1.002087
424,000101011,19678,19531.23,1.007514
425,100101011,19450,19531.23,0.995841
426,010101011,19381,19531.23,0.992308
427,110101011,19709,19531.23,1.009102
428,001101011,19840,19531.23,1.015809
429,101101011,19561,19531.23,1.001524
430,011101011,19717,19531.23,1.009511
431,111101011,19587,19531.23,1.002855
432,000011011,19701,19531.23,1.008692
433,100011011,19667,19531.23,1.006951
434,010011011,19573,19531.23,1.002138
435,110011011,19691,19531.23,1.008180
436,001011011,19501,19531.23,0.998452
437,101011011,19683,19531.23,1.007770
438,011011011,19324,19531.23,0.989390
439,111011011,19604,19531.23,1.003726
440,000111011,19360,19531.23,0.991233
441,100111011,19558,19531.23,1.001370
442,010111011,19666,19531.23,1.006900
443,110111011,19613,19531.23,1.004186
444,001111011,19366,19531.23,0.991540
445,101111011,19549,19531.23,1.000910
446,011111011,19589,19531.23,1.002958
447,111111011,19451,19531.23,0.995892
448,000000111,19643,19531.23,1.005722
449,100000111,19409,19531.23,0.993742
450,010000111,19300,19531.23,0.988161
451,110000111,19441,19531.23,0.995380
452,001000111,19430,19531.23,0.994817
453,101000111,19386,19531.23,0.992564
454,011000111,19617,19531.23,1.004391
455,111000111,19661,19531.23,1.006644
456,000100111,19562,19531.23,1.001575
457,100100111,19534,19531.23,1.000142
458,010100111,19660,19531.23,1.006593
459,110100111,19609,19531.23,1.003982
460,001100111,19452,19531.23,0.995943
461,101100111,19500,19531.23,0.998401
462,011100111,19369,19531.23,0.991694
463,111100111,19686,19531.23,1.007924
464,000010111,19621,19531.23,1.004596
465,100010111,19396,19531.23,0.993076
466,010010111,19575,19531.23,1.002241
467,110010111,19431,19531.23,0.994868
468,001010111,19620,19531.23,1.004545
469,101010111,19500,19531.23,0.998401
470,011010111,19737,19531.23,1.010535
471,111010111,19609,19531.23,1.003982
472,000110111,19654,19531.23,1.006286
473,100110111,19791,19531.23,1.013300
474,010110111,19637,19531.23,1.005415
475,110110111,19584,19531.23,1.002702
476,001110111,19416,19531.23,0.994100
477,101110111,19660,19531.23,1.006593
478,011110111,19522,19531.23,0.999527
479,111110111,19434,19531.23,0.995022
480,000001111,19335,19531.23,0.989953
481,100001111,19358,19531.23,0.991130
482,010001111,19544,19531.23,1.000654
483,110001111,19697,19531.23,1.008487
484,001001111,19543,19531.23,1.000602
485,101001111,19669,19531.23,1.007054
486,011001111,19374,19531.23,0.991950
487,111001111,19631,19531.23,1.005108
488,000101111,19699,19531.23,1.008590
489,100101111,19687,19531.23,1.007975
490,010101111,19556,19531.23,1.001268
491,110101111,19569,19531.23,1.001934
492,001101111,19835,19531.23,1.015553
493,101101111,19530,19531.23,0.999937
494,011101111,19504,19531.23,0.998606
495,111101111,19461,19531.23,0.996404
496,000011111,19281,19531.23,0.987188
497,100011111,19542,19531.23,1.000551
498,010011111,19470,19531.23,0.996865
499,110011111,19589,19531.23,1.002958
500,001011111,19640,19531.23,1.005569
501,101011111,19521,19531.23,0.999476
502,011011111,19780,19531.23,1.012737
503,111011111,19342,19531.23,0.990311
504,000111111,19314,19531.23,0.988878
505,100111111,19453,19531.23,0.995994
506,010111111,19610,19531.23,1.004033
507,110111111,19551,19531.23,1.001012
508,001111111,19382,19531.23,0.992359
509,101111111,19571,19531.23,1.002036
510,011111111,19519,19531.23,0.999374
511,111111111,19655,19531.23,1.006337
