pattern_value,pattern_bits,count,expected,ratio
374,0110111010000000,159,152.59,1.042024
375,1110111010000000,173,152.59,1.133775
376,0001111010000000,157,152.59,1.028917
377,1001111010000000,141,152.59,0.924059
378,0101111010000000,171,152.59,1.120667
379,1101111010000000,170,152.59,1.114114
380,0011111010000000,157,152.59,1.028917
381,1011111010000000,149,152.59,0.976488
382,0111111010000000,174,152.59,1.140328
383,1111111010000000,151,152.59,0.989595
384,0000000110000000,142,152.59,0.930613
385,1000000110000000,168,152.59,1.101006
386,0100000110000000,140,152.59,0.917505
387,1100000110000000,141,152.59,0.924059
388,0010000110000000,137,152.59,0.897845
389,1010000110000000,154,152.59,1.009256
390,0110000110000000,165,152.59,1.081346
391,1110000110000000,170,152.59,1.114114
392,0001000110000000,167,152.59,1.094453
393,1001000110000000,154,152.59,1.009256
394,0101000110000000,162,152.59,1.061685
395,1101000110000000,150,152.59,0.983041
396,0011000110000000,170,152.59,1.114114
397,1011000110000000,162,152.59,1.061685
398,0111000110000000,163,152.59,1.068238
399,1111000110000000,143,152.59,0.937166
400,0000100110000000,155,152.59,1.015810
401,1000100110000000,161,152.59,1.055131
402,0100100110000000,145,152.59,0.950273
403,1100100110000000,142,152.59,0.930613
404,0010100110000000,160,152.59,1.048578
405,1010100110000000,159,152.59,1.042024
406,0110100110000000,148,152.59,0.969934
407,1110100110000000,149,152.59,0.976488
408,0001100110000000,141,152.59,0.924059
409,1001100110000000,162,152.59,1.061685
410,0101100110000000,139,152.59,0.910952
411,1101100110000000,154,152.59,1.009256
412,0011100110000000,171,152.59,1.120667
413,1011100110000000,163,152.59,1.068238
414,0111100110000000,145,152.59,0.950273
415,1111100110000000,153,152.59,1.002702
416,0000010110000000,138,152.59,0.904398
417,1000010110000000,146,152.59,0.956827
418,0100010110000000,155,152.59,1.015810
419,1100010110000000,148,152.59,0.969934
420,0010010110000000,167,152.59,1.094453
421,1010010110000000,167,152.59,1.094453
422,0110010110000000,158,152.59,1.035470
423,1110010110000000,159,152.59,1.042024
424,0001010110000000,148,152.59,0.969934
425,1001010110000000,150,152.59,0.983041
426,0101010110000000,152,152.59,0.996149
427,1101010110000000,133,152.59,0.871630
428,0011010110000000,140,152.59,0.917505
429,1011010110000000,152,152.59,0.996149
430,0111010110000000,150,152.59,0.983041
431,1111010110000000,152,152.59,0.996149
432,0000110110000000,154,152.59,1.009256
433,1000110110000000,164,152.59,1.074792
434,0100110110000000,155,152.59,1.015810
435,1100110110000000,130,152.59,0.851969
436,0010110110000000,154,152.59,1.009256
437,1010110110000000,119,152.59,0.779880
438,0110110110000000,133,152.59,0.871630
439,1110110110000000,142,152.59,0.930613
440,0001110110000000,165,152.59,1.081346
441,1001110110000000,165,152.59,1.081346
442,0101110110000000,169,152.59,1.107560
443,1101110110000000,162,152.59,1.061685
444,0011110110000000,173,152.59,1.133775
445,1011110110000000,152,152.59,0.996149
446,0111110110000000,147,152.59,0.963381
447,1111110110000000,130,152.59,0.851969
448,0000001110000000,139,152.59,0.910952
449,1000001110000000,149,152.59,0.976488
450,0100001110000000,174,152.59,1.140328
451,1100001110000000,147,152.59,0.963381
452,0010001110000000,158,152.59,1.035470
453,1010001110000000,149,152.59,0.976488
454,0110001110000000,166,152.59,1.087899
455,1110001110000000,134,152.59,0.878184
456,0001001110000000,142,152.59,0.930613
457,1001001110000000,156,152.59,1.022363
458,0101001110000000,167,152.59,1.094453
459,1101001110000000,153,152.59,1.002702
460,0011001110000000,133,152.59,0.871630
461,1011001110000000,173,152.59,1.133775
462,0111001110000000,134,152.59,0.878184
463,1111001110000000,155,152.59,1.015810
464,0000101110000000,156,152.59,1.022363
465,1000101110000000,152,152.59,0.996149
466,0100101110000000,147,152.59,0.963381
467,1100101110000000,160,152.59,1.048578
468,0010101110000000,149,152.59,0.976488
469,1010101110000000,145,152.59,0.950273
470,0110101110000000,170,152.59,1.114114
471,1110101110000000,157,152.59,1.028917
472,0001101110000000,151,152.59,0.989595
473,1001101110000000,167,152.59,1.094453
474,0101101110000000,143,152.59,0.937166
475,1101101110000000,146,152.59,0.956827
476,0011101110000000,149,152.59,0.976488
477,1011101110000000,148,152.59,0.969934
478,0111101110000000,132,152.59,0.865076
479,1111101110000000,153,152.59,1.002702
480,0000011110000000,169,152.59,1.107560
481,1000011110000000,133,152.59,0.871630
482,0100011110000000,144,152.59,0.943720
483,1100011110000000,171,152.59,1.120667
484,0010011110000000,151,152.59,0.989595
485,1010011110000000,150,152.59,0.983041
486,0110011110000000,161,152.59,1.055131
487,1110011110000000,153,152.59,1.002702
488,0001011110000000,163,152.59,1.068238
489,1001011110000000,147,152.59,0.963381
490,0101011110000000,142,152.59,0.930613
491,1101011110000000,135,152.59,0.884737
492,0011011110000000,140,152.59,0.917505
493,1011011110000000,163,152.59,1.068238
494,0111011110000000,157,152.59,1.028917
495,1111011110000000,145,152.59,0.950273
496,0000111110000000,165,152.59,1.081346
497,1000111110000000,155,152.59,1.015810
498,0100111110000000,138,152.59,0.904398
499,1100111110000000,146,152.59,0.956827
500,0010111110000000,181,152.59,1.186203
501,1010111110000000,151,152.59,0.989595
502,0110111110000000,139,152.59,0.910952
503,1110111110000000,145,152.59,0.950273
504,0001111110000000,166,152.59,1.087899
505,1001111110000000,140,152.59,0.917505
506,0101111110000000,139,152.59,0.910952
507,1101111110000000,176,152.59,1.153435
508,0011111110000000,160,152.59,1.048578
509,1011111110000000,146,152.59,0.956827
510,0111111110000000,153,152.59,1.002702
511,1111111110000000,131,152.59,0.858523
512,0000000001000000,157,152.59,1.028917
513,1000000001000000,159,152.59,1.042024
514,0100000001000000,158,152.59,1.035470
515,1100000001000000,154,152.59,1.009256
516,0010000001000000,168,152.59,1.101006
517,1010000001000000,152,152.59,0.996149
518,0110000001000000,158,152.59,1.035470
519,1110000001000000,160,152.59,1.048578
520,0001000001000000,176,152.59,1.153435
521,1001000001000000,141,152.59,0.924059
522,0101000001000000,159,152.59,1.042024
523,1101000001000000,172,152.59,1.127221
524,0011000001000000,165,152.59,1.081346
525,1011000001000000,166,152.59,1.087899
526,0111000001000000,158,152.59,1.035470
527,1111000001000000,140,152.59,0.917505
528,0000100001000000,147,152.59,0.963381
529,1000100001000000,164,152.59,1.074792
530,0100100001000000,159,152.59,1.042024
531,1100100001000000,130,152.59,0.851969
532,0010100001000000,142,152.59,0.930613
533,1010100001000000,147,152.59,0.963381
534,0110100001000000,148,152.59,0.969934
535,1110100001000000,161,152.59,1.055131
536,0001100001000000,154,152.59,1.009256
537,1001100001000000,167,152.59,1.094453
538,0101100001000000,164,152.59,1.074792
539,1101100001000000,138,152.59,0.904398
540,0011100001000000,147,152.59,0.963381
541,1011100001000000,152,152.59,0.996149
542,0111100001000000,154,152.59,1.009256
543,1111100001000000,145,152.59,0.950273
544,0000010001000000,146,152.59,0.956827
545,1000010001000000,157,152.59,1.028917
546,0100010001000000,144,152.59,0.943720
547,1100010001000000,143,152.59,0.937166
548,0010010001000000,169,152.59,1.107560
549,1010010001000000,159,152.59,1.042024
550,0110010001000000,155,152.59,1.015810
551,1110010001000000,162,152.59,1.061685
552,0001010001000000,159,152.59,1.042024
553,1001010001000000,172,152.59,1.127221
554,0101010001000000,162,152.59,1.061685
555,1101010001000000,157,152.59,1.028917
556,0011010001000000,155,152.59,1.015810
557,1011010001000000,162,152.59,1.061685
558,0111010001000000,171,152.59,1.120667
559,1111010001000000,126,152.59,0.825755
560,0000110001000000,139,152.59,0.910952
561,1000110001000000,158,152.59,1.035470
562,0100110001000000,131,152.59,0.858523
563,1100110001000000,122,152.59,0.799540
564,0010110001000000,150,152.59,0.983041
565,1010110001000000,179,152.59,1.173096
566,0110110001000000,155,152.59,1.015810
567,1110110001000000,157,152.59,1.028917
568,0001110001000000,150,152.59,0.983041
569,1001110001000000,169,152.59,1.107560
570,0101110001000000,139,152.59,0.910952
571,1101110001000000,136,152.59,0.891291
572,0011110001000000,146,152.59,0.956827
573,1011110001000000,151,152.59,0.989595
574,0111110001000000,148,152.59,0.969934
575,1111110001000000,153,152.59,1.002702
576,0000001001000000,147,152.59,0.963381
577,1000001001000000,170,152.59,1.114114
578,0100001001000000,150,152.59,0.983041
579,1100001001000000,150,152.59,0.983041
580,0010001001000000,149,152.59,0.976488
581,1010001001000000,162,152.59,1.061685
582,0110001001000000,148,152.59,0.969934
583,1110001001000000,148,152.59,0.969934
584,0001001001000000,151,152.59,0.989595
585,1001001001000000,157,152.59,1.028917
586,0101001001000000,172,152.59,1.127221
587,1101001001000000,146,152.59,0.956827
588,0011001001000000,145,152.59,0.950273
589,1011001001000000,153,152.59,1.002702
590,0111001001000000,156,152.59,1.022363
591,1111001001000000,161,152.59,1.055131
592,0000101001000000,147,152.59,0.963381
593,1000101001000000,130,152.59,0.851969
594,0100101001000000,154,152.59,1.009256
595,1100101001000000,166,152.59,1.087899
596,0010101001000000,162,152.59,1.061685
597,1010101001000000,159,152.59,1.042024
598,0110101001000000,139,152.59,0.910952
599,1110101001000000,182,152.59,1.192757
600,0001101001000000,129,152.59,0.845416
601,1001101001000000,143,152.59,0.937166
602,0101101001000000,159,152.59,1.042024
603,1101101001000000,151,152.59,0.989595
604,0011101001000000,168,152.59,1.101006
605,1011101001000000,140,152.59,0.917505
606,0111101001000000,152,152.59,0.996149
607,1111101001000000,137,152.59,0.897845
608,0000011001000000,155,152.59,1.015810
609,1000011001000000,137,152.59,0.897845
610,0100011001000000,164,152.59,1.074792
611,1100011001000000,162,152.59,1.061685
612,0010011001000000,139,152.59,0.910952
613,1010011001000000,150,152.59,0.983041
614,0110011001000000,157,152.59,1.028917
615,1110011001000000,141,152.59,0.924059
616,0001011001000000,169,152.59,1.107560
617,1001011001000000,173,152.59,1.133775
618,0101011001000000,162,152.59,1.061685
619,1101011001000000,148,152.59,0.969934
620,0011011001000000,142,152.59,0.930613
621,1011011001000000,141,152.59,0.924059
622,0111011001000000,167,152.59,1.094453
623,1111011001000000,146,152.59,0.956827
624,0000111001000000,186,152.59,1.218971
625,1000111001000000,148,152.59,0.969934
626,0100111001000000,142,152.59,0.930613
627,1100111001000000,152,152.59,0.996149
628,0010111001000000,149,152.59,0.976488
629,1010111001000000,166,152.59,1.087899
630,0110111001000000,131,152.59,0.858523
631,1110111001000000,149,152.59,0.976488
632,0001111001000000,136,152.59,0.891291
633,1001111001000000,148,152.59,0.969934
634,0101111001000000,153,152.59,1.002702
635,1101111001000000,146,152.59,0.956827
636,0011111001000000,137,152.59,0.897845
637,1011111001000000,157,152.59,1.028917
638,0111111001000000,144,152.59,0.943720
639,1111111001000000,177,152.59,1.159989
640,0000000101000000,161,152.59,1.055131
641,1000000101000000,174,152.59,1.140328
642,0100000101000000,143,152.59,0.937166
643,1100000101000000,154,152.59,1.009256
644,0010000101000000,135,152.59,0.884737
645,1010000101000000,162,152.59,1.061685
646,0110000101000000,144,152.59,0.943720
647,1110000101000000,126,152.59,0.825755
648,0001000101000000,150,152.59,0.983041
649,1001000101000000,154,152.59,1.009256
650,0101000101000000,135,152.59,0.884737
651,1101000101000000,142,152.59,0.930613
652,0011000101000000,156,152.59,1.022363
653,1011000101000000,149,152.59,0.976488
654,0111000101000000,151,152.59,0.989595
655,1111000101000000,132,152.59,0.865076
656,0000100101000000,147,152.59,0.963381
657,1000100101000000,164,152.59,1.074792
658,0100100101000000,167,152.59,1.094453
659,1100100101000000,148,152.59,0.969934
660,0010100101000000,158,152.59,1.035470
661,1010100101000000,160,152.59,1.048578
662,0110100101000000,148,152.59,0.969934
663,1110100101000000,150,152.59,0.983041
664,0001100101000000,141,152.59,0.924059
665,1001100101000000,164,152.59,1.074792
666,0101100101000000,152,152.59,0.996149
667,1101100101000000,142,152.59,0.930613
668,0011100101000000,132,152.59,0.865076
669,1011100101000000,136,152.59,0.891291
670,0111100101000000,158,152.59,1.035470
671,1111100101000000,148,152.59,0.969934
672,0000010101000000,141,152.59,0.924059
673,1000010101000000,151,152.59,0.989595
674,0100010101000000,147,152.59,0.963381
675,1100010101000000,144,152.59,0.943720
676,0010010101000000,157,152.59,1.028917
677,1010010101000000,149,152.59,0.976488
678,0110010101000000,164,152.59,1.074792
679,1110010101000000,149,152.59,0.976488
680,0001010101000000,148,152.59,0.969934
681,1001010101000000,142,152.59,0.930613
682,0101010101000000,159,152.59,1.042024
683,1101010101000000,152,152.59,0.996149
684,0011010101000000,167,152.59,1.094453
685,1011010101000000,150,152.59,0.983041
686,0111010101000000,153,152.59,1.002702
687,1111010101000000,145,152.59,0.950273
688,0000110101000000,155,152.59,1.015810
689,1000110101000000,143,152.59,0.937166
690,0100110101000000,143,152.59,0.937166
691,1100110101000000,158,152.59,1.035470
692,0010110101000000,158,152.59,1.035470
693,1010110101000000,181,152.59,1.186203
694,0110110101000000,154,152.59,1.009256
695,1110110101000000,140,152.59,0.917505
696,0001110101000000,167,152.59,1.094453
